,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
545,National,2020-06-29,78791722.0,248375712.0,969387528.0,255843125.0,232349954.0,112730262.0,143139406.0,143185682.0,51213048.0,19019639.0,8957261.0,1995722.0,953429.0,00-00000-20200629,26,6
546,National,2020-06-30,77346196.0,249821238.0,958999840.0,252764756.0,226745603.0,111166841.0,141791403.0,143555900.0,51478578.0,19077343.0,9073619.0,2186194.0,1159603.0,00-00000-20200630,26,6
547,National,2020-07-01,75288661.0,251878773.0,973662902.0,259579907.0,231395558.0,112676883.0,142781307.0,143455838.0,51607964.0,19419444.0,9353791.0,2201317.0,1190893.0,00-00000-20200701,26,7
548,National,2020-07-02,79847198.0,247320236.0,1103365355.0,297595176.0,263410853.0,127571257.0,161620601.0,161761191.0,57385512.0,21059860.0,9912441.0,2146594.0,901870.0,00-00000-20200702,26,7
549,National,2020-07-03,83897555.0,243269879.0,1026875080.0,274037870.0,247036173.0,119194955.0,149668421.0,149140363.0,53749931.0,20857795.0,10225081.0,2128465.0,836026.0,00-00000-20200703,26,7
550,National,2020-07-04,89495942.0,237671492.0,878531782.0,234442951.0,211346817.0,101975574.0,128057959.0,127597060.0,45984485.0,17843578.0,8747513.0,1820771.0,715074.0,00-00000-20200704,26,7
551,National,2020-07-05,83640828.0,243526606.0,849924132.0,224762490.0,211525208.0,102420887.0,124302951.0,112574591.0,40069088.0,19293491.0,11277681.0,2378490.0,1319255.0,00-00000-20200705,27,7
552,National,2020-07-06,80309707.0,246857727.0,911665695.0,236439559.0,219327879.0,107589837.0,135245050.0,133438909.0,48139555.0,18766407.0,9342960.0,2121659.0,1253880.0,00-00000-20200706,27,7
553,National,2020-07-07,78482259.0,248685175.0,935701155.0,244541884.0,221799720.0,109078033.0,139104386.0,139945425.0,50180841.0,18792397.0,8975646.0,2105928.0,1176895.0,00-00000-20200707,27,7
554,National,2020-07-08,77804889.0,249362545.0,937788478.0,245382783.0,221241184.0,108944257.0,139232104.0,139955420.0,50710189.0,19343875.0,9550583.0,2206596.0,1221487.0,00-00000-20200708,27,7
555,National,2020-07-09,77581232.0,249586202.0,952325679.0,250109844.0,224635410.0,110408483.0,140786478.0,141783496.0,51526652.0,19927368.0,9805768.0,2196786.0,1145394.0,00-00000-20200709,27,7
556,National,2020-07-10,76549582.0,250617852.0,967479207.0,248133958.0,231258305.0,113809570.0,144651349.0,143656215.0,51669718.0,20424146.0,10431982.0,2218378.0,1225586.0,00-00000-20200710,27,7
557,National,2020-07-11,81888780.0,245278654.0,931395618.0,247748541.0,229621690.0,112270605.0,137573472.0,126919720.0,44750270.0,19164372.0,9898917.0,2197315.0,1250716.0,00-00000-20200711,27,7
558,National,2020-07-12,85239143.0,241928291.0,823561548.0,213793741.0,204875911.0,99799420.0,121665951.0,110645318.0,39602402.0,18686120.0,10643064.0,2365762.0,1483859.0,00-00000-20200712,28,7
559,National,2020-07-13,78255877.0,248911557.0,911765772.0,235753208.0,215982986.0,106255377.0,136310880.0,136685643.0,49340139.0,18876937.0,9207845.0,2086738.0,1266019.0,00-00000-20200713,28,7
560,National,2020-07-14,79590590.0,247576844.0,949128966.0,247589575.0,227260363.0,110932348.0,141221179.0,142129549.0,50803324.0,18297419.0,8117872.0,1795624.0,981713.0,00-00000-20200714,28,7
561,National,2020-07-15,78460238.0,248707196.0,963899518.0,249587944.0,231322869.0,113315502.0,143853380.0,145079329.0,51670554.0,18577259.0,7953122.0,1716460.0,823099.0,00-00000-20200715,28,7
562,National,2020-07-16,79063819.0,248103615.0,971386900.0,252787562.0,232449699.0,113584462.0,144392952.0,146275468.0,52060886.0,18961694.0,8383852.0,1756212.0,734113.0,00-00000-20200716,28,7
563,National,2020-07-17,78987441.0,248179993.0,975527169.0,251006721.0,235200296.0,114789601.0,145582123.0,146201028.0,51870781.0,19456813.0,8937303.0,1784985.0,697518.0,00-00000-20200717,28,7
564,National,2020-07-18,85095758.0,242071676.0,940582659.0,247301126.0,234841129.0,113169028.0,138499196.0,130526460.0,45734018.0,18881539.0,8951406.0,1892499.0,786258.0,00-00000-20200718,28,7
565,National,2020-07-19,91567202.0,235600232.0,804283941.0,206975547.0,202294490.0,96306592.0,117935083.0,110153147.0,39509553.0,18197245.0,9860775.0,2090380.0,961129.0,00-00000-20200719,29,7
566,National,2020-07-20,86409502.0,240757932.0,930030696.0,239951169.0,224110218.0,108745275.0,138487058.0,140690807.0,50058036.0,18005794.0,7758480.0,1554271.0,669588.0,00-00000-20200720,29,7
567,National,2020-07-21,82985381.0,244182053.0,922317615.0,235380553.0,216595225.0,107811207.0,139416388.0,142092284.0,51196618.0,18791034.0,8334996.0,1760087.0,939223.0,00-00000-20200721,29,7
568,National,2020-07-22,81477809.0,245689625.0,924903392.0,233646832.0,217247667.0,109003768.0,140814150.0,142772942.0,51371726.0,18863007.0,8422283.0,1782934.0,978083.0,00-00000-20200722,29,7
569,National,2020-07-23,82417168.0,244750266.0,900818534.0,227670952.0,210502478.0,105221248.0,136322609.0,139331554.0,50463067.0,19272522.0,9033832.0,1942497.0,1057775.0,00-00000-20200723,29,7
570,National,2020-07-24,78917813.0,248249621.0,968972594.0,244375876.0,228685450.0,115057891.0,147274763.0,147240664.0,52652883.0,20774294.0,9938432.0,1965822.0,1006519.0,00-00000-20200724,29,7
571,National,2020-07-25,85536625.0,241630809.0,895714428.0,229804448.0,216971797.0,108411061.0,135567831.0,128139352.0,45346975.0,19271107.0,9293547.0,1938674.0,969636.0,00-00000-20200725,29,7
572,National,2020-07-26,86627901.0,240539533.0,873134026.0,217947122.0,212968720.0,106069058.0,132145167.0,122969394.0,44269336.0,21450838.0,11681802.0,2351296.0,1281293.0,00-00000-20200726,30,7
573,National,2020-07-27,84141818.0,243025616.0,931756931.0,233703958.0,218940933.0,109452668.0,141483001.0,142782879.0,51902117.0,20281768.0,9703797.0,2135400.0,1370410.0,00-00000-20200727,30,7
574,National,2020-07-28,80626059.0,246541375.0,963629991.0,240464735.0,224431351.0,113488309.0,147211145.0,150315883.0,54378403.0,20561432.0,9433004.0,2085996.0,1259733.0,00-00000-20200728,30,7
575,National,2020-07-29,82305092.0,244862342.0,949558438.0,236151292.0,221991839.0,111534133.0,144819862.0,147998134.0,53922588.0,20376571.0,9406886.0,2098700.0,1258433.0,00-00000-20200729,30,7
576,National,2020-07-30,78830823.0,248336611.0,963127123.0,237601601.0,225178600.0,113796758.0,147071981.0,149400759.0,54633211.0,21283698.0,10435094.0,2351018.0,1374403.0,00-00000-20200730,30,7
577,National,2020-07-31,80484851.0,246682583.0,941170596.0,231546512.0,221597631.0,110583074.0,142535694.0,144780119.0,53408631.0,21651225.0,11229990.0,2471052.0,1366668.0,00-00000-20200731,30,7
578,National,2020-08-01,86581029.0,240586405.0,891507342.0,223944090.0,216743970.0,107311440.0,133713842.0,127722009.0,46509141.0,20688801.0,10949571.0,2515289.0,1409189.0,00-00000-20200801,30,8
579,National,2020-08-02,89833618.0,237333816.0,836925254.0,208222928.0,208137448.0,101151801.0,124345334.0,116380384.0,42554168.0,20572240.0,11910655.0,2496974.0,1153322.0,00-00000-20200802,31,8
580,National,2020-08-03,81944351.0,245223083.0,955065517.0,243911160.0,229638237.0,110977143.0,141101241.0,144708828.0,52684245.0,19733205.0,9438642.0,1992366.0,880450.0,00-00000-20200803,31,8
581,National,2020-08-04,79005703.0,248161731.0,1003243900.0,263636994.0,242520531.0,117236770.0,148263493.0,150194154.0,52960839.0,18349669.0,7842898.0,1618425.0,620127.0,00-00000-20200804,31,8
582,National,2020-08-05,79040859.0,248126575.0,1023776980.0,272324660.0,246442462.0,118634356.0,150257743.0,152645603.0,54004843.0,18887677.0,8180961.0,1735963.0,662712.0,00-00000-20200805,31,8
583,National,2020-08-06,77520939.0,249646495.0,1028973769.0,271840312.0,245795588.0,119238399.0,151479028.0,154422702.0,55093698.0,19784663.0,8783477.0,1816020.0,719882.0,00-00000-20200806,31,8
584,National,2020-08-07,77102422.0,250065012.0,1004535529.0,254547148.0,242504779.0,118076556.0,149941563.0,152290805.0,54477986.0,20433432.0,9614513.0,1890126.0,758621.0,00-00000-20200807,31,8
585,National,2020-08-08,82032981.0,245134453.0,932427591.0,229844802.0,233395829.0,114463573.0,140860660.0,134236676.0,47834602.0,19757076.0,9393075.0,1872660.0,768638.0,00-00000-20200808,31,8
586,National,2020-08-09,85309499.0,241857935.0,907249665.0,220836790.0,230115797.0,110985230.0,135758155.0,127217608.0,46082141.0,21302378.0,11664667.0,2366289.0,920610.0,00-00000-20200809,32,8
587,National,2020-08-10,79873225.0,247294209.0,992001082.0,240203451.0,241386609.0,117275202.0,149782583.0,154414964.0,56700778.0,20367377.0,9086226.0,1962202.0,821690.0,00-00000-20200810,32,8
588,National,2020-08-11,79559905.0,247607529.0,1021140014.0,247998487.0,246890516.0,121334601.0,155166478.0,160046997.0,58434651.0,20409100.0,8358451.0,1787623.0,713110.0,00-00000-20200811,32,8
589,National,2020-08-12,77404387.0,249763047.0,950523560.0,227428557.0,225611830.0,111997573.0,144686556.0,150122103.0,55790871.0,20365930.0,9520056.0,2416029.0,2584055.0,00-00000-20200812,32,8
590,National,2020-08-13,74016638.0,253150796.0,972032466.0,229885032.0,229539687.0,116009270.0,149499627.0,153000951.0,56324839.0,21336205.0,10502842.0,2704916.0,3229097.0,00-00000-20200813,32,8
591,National,2020-08-14,70950409.0,256217025.0,1027371026.0,242132387.0,244373615.0,123600032.0,158457132.0,159585404.0,58093445.0,23074285.0,11887363.0,2861616.0,3305747.0,00-00000-20200814,32,8
592,National,2020-08-15,76872825.0,250294609.0,958228815.0,227187649.0,233569365.0,118203064.0,147666633.0,141107802.0,51257596.0,22128595.0,11080161.0,2680695.0,3347255.0,00-00000-20200815,32,8
593,National,2020-08-16,85309497.0,241857937.0,860750115.0,194661801.0,209450397.0,106195882.0,133366335.0,125601473.0,46371512.0,23231611.0,13769956.0,3487758.0,4613390.0,00-00000-20200816,33,8
594,National,2020-08-17,83201280.0,243966154.0,946939450.0,217212730.0,223102445.0,112761130.0,146232464.0,150268731.0,56086515.0,22107089.0,11290143.0,3207858.0,4670345.0,00-00000-20200817,33,8
595,National,2020-08-18,79559902.0,247607532.0,916015128.0,207964568.0,211699248.0,107667949.0,141669405.0,148891809.0,56363048.0,22222984.0,11192522.0,3340533.0,5003062.0,00-00000-20200818,33,8
596,National,2020-08-19,77404387.0,249763047.0,966987965.0,225624378.0,225180293.0,113472962.0,148491035.0,155214819.0,57941493.0,22162877.0,10964521.0,3186656.0,4748931.0,00-00000-20200819,33,8
597,National,2020-08-20,74016637.0,253150797.0,972143612.0,227731450.0,226250347.0,113941678.0,148488021.0,155243808.0,58292547.0,22619836.0,11477015.0,3238416.0,4860494.0,00-00000-20200820,33,8
598,National,2020-08-21,70950409.0,256217025.0,1039969974.0,246221133.0,247045759.0,123226695.0,158537375.0,161787814.0,59625040.0,23716032.0,12180560.0,3120606.0,4508960.0,00-00000-20200821,33,8
599,National,2020-08-22,76872822.0,250294612.0,973147172.0,230627589.0,236865962.0,118243204.0,148778894.0,143848139.0,52717529.0,22828800.0,11405023.0,3068725.0,4763307.0,00-00000-20200822,33,8
600,National,2020-08-23,87825890.0,239341544.0,783583424.0,181810846.0,194446685.0,96369278.0,120554976.0,113291463.0,40849042.0,19182295.0,10805648.0,2685390.0,3587801.0,00-00000-20200823,34,8
601,National,2020-08-24,85099245.0,242068189.0,860172856.0,202328874.0,207673616.0,102241050.0,131106448.0,134890619.0,49518746.0,18233374.0,8468554.0,2309244.0,3402331.0,00-00000-20200824,34,8
602,National,2020-08-25,81735768.0,245431666.0,908517386.0,212024001.0,218692179.0,109063704.0,140259032.0,144002853.0,52366703.0,18497163.0,8274750.0,2228337.0,3108664.0,00-00000-20200825,34,8
603,National,2020-08-26,82957486.0,244209948.0,891521703.0,207143097.0,213473073.0,106732811.0,138085525.0,142499674.0,51981243.0,18707403.0,8549505.0,2145959.0,2203413.0,00-00000-20200826,34,8
604,National,2020-08-27,83256913.0,243910521.0,900465647.0,209434244.0,216676067.0,107817506.0,138955432.0,143252512.0,52424777.0,19206085.0,9119774.0,2128352.0,1450898.0,00-00000-20200827,34,8
605,National,2020-08-28,81463581.0,245703853.0,930081333.0,214023191.0,224327194.0,111967053.0,144039001.0,147025037.0,53815221.0,20829896.0,10296469.0,2258541.0,1499730.0,00-00000-20200828,34,8
606,National,2020-08-29,85554661.0,241612773.0,911132859.0,214057298.0,227287353.0,112768158.0,141420697.0,135021610.0,47687069.0,19700072.0,9483986.0,2136097.0,1570519.0,00-00000-20200829,34,8
607,National,2020-08-30,91508837.0,235658597.0,818596514.0,189938436.0,205570433.0,100304605.0,125501034.0,118980491.0,42870519.0,19883246.0,11164576.0,2558972.0,1824202.0,00-00000-20200830,35,8
608,National,2020-08-31,85286387.0,241881047.0,883425327.0,210482568.0,212823894.0,103809744.0,133919212.0,138440148.0,50996750.0,19264708.0,9534745.0,2317755.0,1835803.0,00-00000-20200831,35,8
609,National,2020-09-01,83386029.0,243781405.0,947075087.0,227508410.0,230208090.0,112901564.0,144496964.0,146979215.0,53364835.0,19260360.0,8977451.0,2099857.0,1278341.0,00-00000-20200901,35,9
610,National,2020-09-02,83560706.0,243606728.0,955274244.0,228363145.0,231198437.0,113264354.0,145875822.0,150057519.0,54643514.0,19515391.0,8967210.0,2112077.0,1276775.0,00-00000-20200902,35,9
611,National,2020-09-03,78019866.0,249147568.0,1014265682.0,247356999.0,245183168.0,120168561.0,153531369.0,156458872.0,56557432.0,20947376.0,10152714.0,2373580.0,1535611.0,00-00000-20200903,35,9
612,National,2020-09-04,82296390.0,244871044.0,977783273.0,231450013.0,236303846.0,115535388.0,148117875.0,151420834.0,55667375.0,22767494.0,12335244.0,2707163.0,1478041.0,00-00000-20200904,35,9
613,National,2020-09-05,83945279.0,243222155.0,978712771.0,240176517.0,242854447.0,118566379.0,147796720.0,141559087.0,51198995.0,22198149.0,10890781.0,2213739.0,1257957.0,00-00000-20200905,35,9
614,National,2020-09-06,91402851.0,235764583.0,836329188.0,202555916.0,207736080.0,100062181.0,125722326.0,120785735.0,44460678.0,20378713.0,10778029.0,2333275.0,1516255.0,00-00000-20200906,36,9
615,National,2020-09-07,93798762.0,233368672.0,794092125.0,190418550.0,197450791.0,94794453.0,117720885.0,113301092.0,42198745.0,20746594.0,12835880.0,2934730.0,1690405.0,00-00000-20200907,36,9
616,National,2020-09-08,86972956.0,240194478.0,944099192.0,218129877.0,228468688.0,113106284.0,145894113.0,150542062.0,54508166.0,20050441.0,9575917.0,2273986.0,1549658.0,00-00000-20200908,36,9
617,National,2020-09-09,84653410.0,242514024.0,970868397.0,224763417.0,233741435.0,115969798.0,150637558.0,156011219.0,56484149.0,20179017.0,9259763.0,2266453.0,1555588.0,00-00000-20200909,36,9
618,National,2020-09-10,84323123.0,242844311.0,937345487.0,218097678.0,226132559.0,110810394.0,143961843.0,149625267.0,54953396.0,20196427.0,9594825.0,2352703.0,1620395.0,00-00000-20200910,36,9
619,National,2020-09-11,81465325.0,245702109.0,1015175641.0,235615494.0,247237048.0,121734473.0,156909743.0,159524581.0,57697994.0,21857264.0,10750645.0,2350933.0,1497466.0,00-00000-20200911,36,9
620,National,2020-09-12,88386989.0,238780445.0,923721323.0,216419156.0,230251682.0,113289822.0,142680796.0,138040129.0,49327544.0,20210814.0,9797942.0,2215031.0,1488407.0,00-00000-20200912,36,9
621,National,2020-09-13,91455844.0,235711590.0,795912208.0,171148006.0,201165150.0,97525347.0,124353814.0,121984395.0,44787222.0,21359047.0,9403666.0,2355769.0,1829792.0,00-00000-20200913,37,9
622,National,2020-09-14,86424313.0,240743121.0,950728835.0,219840200.0,232504775.0,114101016.0,146667972.0,150614655.0,54616507.0,19627556.0,9058153.0,2185471.0,1512530.0,00-00000-20200914,37,9
623,National,2020-09-15,85233936.0,241933498.0,972601976.0,227027267.0,235557127.0,116302417.0,150054378.0,154363841.0,56350124.0,20160476.0,9101841.0,2223639.0,1460866.0,00-00000-20200915,37,9
624,National,2020-09-16,84745886.0,242421548.0,965918750.0,219732792.0,232574967.0,116008470.0,150713002.0,156170816.0,57150976.0,20390232.0,9365744.0,2283492.0,1528259.0,00-00000-20200916,37,9
625,National,2020-09-17,83880059.0,243287375.0,974382067.0,222466325.0,235795481.0,117267263.0,151121371.0,155550212.0,57295194.0,21001889.0,10011401.0,2387785.0,1485146.0,00-00000-20200917,37,9
626,National,2020-09-18,82381397.0,244786037.0,1033724520.0,239638268.0,252444306.0,124827247.0,159418384.0,160572132.0,58899431.0,22739997.0,11377476.0,2434343.0,1372936.0,00-00000-20200918,37,9
627,National,2020-09-19,86365850.0,240801584.0,1019561474.0,241403357.0,253966198.0,125769970.0,157121039.0,150351556.0,54564965.0,22367248.0,10491997.0,2227109.0,1298035.0,00-00000-20200919,37,9
628,National,2020-09-20,89050789.0,238116645.0,843105354.0,203230454.0,213540416.0,104056835.0,128026216.0,119258591.0,42219501.0,19039636.0,10509425.0,2162758.0,1061522.0,00-00000-20200920,38,9
629,National,2020-09-21,90266169.0,236901265.0,879031829.0,206159253.0,217321191.0,105144101.0,134008744.0,138750279.0,50534023.0,17333479.0,7422823.0,1653111.0,704825.0,00-00000-20200921,38,9
630,National,2020-09-22,82236364.0,244931070.0,959360953.0,229823968.0,235764979.0,113999166.0,146224943.0,151933942.0,54643274.0,17826165.0,7014402.0,1570568.0,559546.0,00-00000-20200922,38,9
631,National,2020-09-23,78480405.0,248687029.0,995406238.0,236753769.0,244471466.0,119432181.0,153271328.0,157866042.0,56089530.0,18168262.0,7199126.0,1587204.0,567330.0,00-00000-20200923,38,9
632,National,2020-09-24,78174083.0,248993351.0,982687545.0,231726565.0,240231341.0,117924412.0,151112910.0,156302974.0,55997810.0,18895334.0,7984773.0,1785866.0,725560.0,00-00000-20200924,38,9
633,National,2020-09-25,75880937.0,251286497.0,1035023287.0,242505136.0,254439619.0,125251772.0,159719281.0,163016468.0,58050477.0,20479739.0,9229178.0,1755464.0,576153.0,00-00000-20200925,38,9
634,National,2020-09-26,82915787.0,244251647.0,999516029.0,237866790.0,251473792.0,123622837.0,153751298.0,148741757.0,53180203.0,20444500.0,8335851.0,1545041.0,553960.0,00-00000-20200926,38,9
635,National,2020-09-27,86483123.0,240684311.0,880305669.0,212378862.0,224622927.0,108064263.0,133067869.0,125617230.0,44516910.0,19472703.0,10029303.0,1883901.0,651701.0,00-00000-20200927,39,9
636,National,2020-09-28,81225334.0,245942100.0,950665855.0,224582136.0,236147256.0,114622230.0,145461754.0,148914327.0,53623564.0,18107885.0,7220157.0,1437765.0,548781.0,00-00000-20200928,39,9
637,National,2020-09-29,81461516.0,245705918.0,949508146.0,215547734.0,231333469.0,113996233.0,147923891.0,154541720.0,57300069.0,20240505.0,6822888.0,1365973.0,435664.0,00-00000-20200929,39,9
638,National,2020-09-30,81311288.0,245856146.0,960570145.0,214510233.0,233776415.0,114987264.0,150087375.0,157651050.0,59215854.0,21517219.0,7002568.0,1380441.0,441726.0,00-00000-20200930,39,9
639,National,2020-10-01,78207847.0,248959587.0,980903679.0,226984925.0,240444739.0,118521687.0,152043542.0,155346740.0,56887813.0,20789322.0,7766759.0,1553225.0,564927.0,00-00000-20201001,39,10
640,National,2020-10-02,81290696.0,245876738.0,953667329.0,219778936.0,236310969.0,116949997.0,148313576.0,148165072.0,53055640.0,20140558.0,8977193.0,1526787.0,448601.0,00-00000-20201002,39,10
641,National,2020-10-03,87024735.0,240142699.0,927183815.0,211617611.0,232870469.0,115875992.0,145425969.0,140020416.0,50670372.0,20819646.0,8108259.0,1343768.0,431313.0,00-00000-20201003,39,10
642,National,2020-10-04,91147567.0,236019867.0,816502309.0,188942337.0,208005957.0,101292401.0,125862507.0,118251777.0,42415942.0,19830015.0,9755475.0,1638486.0,507412.0,00-00000-20201004,40,10
643,National,2020-10-05,91039791.0,236127643.0,884596531.0,201791012.0,218952250.0,106121335.0,135898589.0,139644871.0,52669560.0,20438089.0,7376108.0,1298618.0,406099.0,00-00000-20201005,40,10
644,National,2020-10-06,83952997.0,243214437.0,945009501.0,214143882.0,231697723.0,114685587.0,147481852.0,150983766.0,56244042.0,21053294.0,7092270.0,1252040.0,375045.0,00-00000-20201006,40,10
645,National,2020-10-07,81605770.0,245561664.0,975907107.0,217830918.0,238123590.0,118835067.0,153996931.0,158266560.0,58545140.0,21329555.0,7253006.0,1305192.0,421148.0,00-00000-20201007,40,10
646,National,2020-10-08,82680980.0,244486454.0,917231454.0,205957247.0,220348992.0,110114541.0,143912828.0,149950167.0,56187377.0,21398404.0,7574045.0,1361985.0,425868.0,00-00000-20201008,40,10
647,National,2020-10-09,83449381.0,243718053.0,959027493.0,210582078.0,234632639.0,116996052.0,151448326.0,154478434.0,57408244.0,22974224.0,8700302.0,1431731.0,375463.0,00-00000-20201009,40,10
648,National,2020-10-10,89573421.0,237594013.0,908120493.0,200701537.0,227317835.0,113065244.0,143219275.0,139998099.0,52011265.0,22146981.0,8029960.0,1286689.0,343608.0,00-00000-20201010,40,10
649,National,2020-10-11,91120636.0,236046798.0,797160067.0,179804776.0,200960428.0,98572849.0,123323251.0,117488814.0,43813572.0,21520539.0,9784127.0,1574952.0,316759.0,00-00000-20201011,41,10
650,National,2020-10-12,86773180.0,240394254.0,885734103.0,201380246.0,215893622.0,106577739.0,137140458.0,140201552.0,52988589.0,21399172.0,8391768.0,1438950.0,322007.0,00-00000-20201012,41,10
651,National,2020-10-13,82898006.0,244269428.0,924921624.0,212396435.0,224488567.0,110664771.0,143196856.0,147948867.0,55570859.0,21000121.0,7788626.0,1434099.0,432423.0,00-00000-20201013,41,10
652,National,2020-10-14,80558636.0,246608798.0,935231789.0,214123057.0,225954456.0,111997153.0,145505644.0,150172896.0,56113473.0,21297889.0,7974827.0,1524665.0,567729.0,00-00000-20201014,41,10
653,National,2020-10-15,83846967.0,243320467.0,872319705.0,193803218.0,210258267.0,104046265.0,135869810.0,142279727.0,53887309.0,21412222.0,8487532.0,1673407.0,601948.0,00-00000-20201015,41,10
654,National,2020-10-16,79142291.0,248025143.0,953393264.0,213353792.0,232056776.0,115536999.0,149504318.0,152087896.0,56521695.0,22858525.0,9183779.0,1664781.0,624703.0,00-00000-20201016,41,10
655,National,2020-10-17,85654448.0,241512986.0,922837682.0,213390260.0,230533568.0,114069613.0,143745301.0,137406068.0,50879477.0,22215864.0,8571921.0,1514579.0,511031.0,00-00000-20201017,41,10
656,National,2020-10-18,89258968.0,237908466.0,809899738.0,185157621.0,205123129.0,100325249.0,125128514.0,117362340.0,43655717.0,21239311.0,9705219.0,1692795.0,509843.0,00-00000-20201018,42,10
657,National,2020-10-19,82900557.0,244266877.0,916695930.0,210839283.0,225523987.0,110440700.0,140929028.0,143986274.0,54064761.0,20921809.0,7964324.0,1474503.0,551261.0,00-00000-20201019,42,10
658,National,2020-10-20,84283625.0,242883809.0,910036247.0,206593579.0,222103557.0,109170522.0,141006056.0,145917163.0,55147324.0,20745787.0,7443935.0,1395414.0,512910.0,00-00000-20201020,42,10
659,National,2020-10-21,85932270.0,241235164.0,890506921.0,200050742.0,218581270.0,106861139.0,137161314.0,142209139.0,54390616.0,21070218.0,8080402.0,1547071.0,555010.0,00-00000-20201021,42,10
660,National,2020-10-22,82030208.0,245137226.0,950363357.0,217298342.0,233386017.0,114935664.0,146566638.0,149404196.0,56281803.0,22200003.0,8269465.0,1496312.0,524917.0,00-00000-20201022,42,10
661,National,2020-10-23,78280226.0,248887208.0,1025828389.0,235101126.0,253603012.0,125658334.0,159279110.0,158207270.0,58724628.0,24007583.0,9197354.0,1521058.0,528914.0,00-00000-20201023,42,10
662,National,2020-10-24,83959975.0,243207459.0,1000736605.0,233294803.0,255240614.0,125845327.0,155088670.0,146473141.0,53079974.0,22228248.0,7838790.0,1233394.0,413644.0,00-00000-20201024,42,10
663,National,2020-10-25,87375366.0,239792068.0,855544766.0,203966011.0,221688167.0,106362340.0,129629231.0,118943070.0,43116586.0,20413426.0,9373154.0,1512947.0,539834.0,00-00000-20201025,43,10
664,National,2020-10-26,84616913.0,242550521.0,926179430.0,214230773.0,233429217.0,113142726.0,142656421.0,142394372.0,52519156.0,19143112.0,6955423.0,1222522.0,485708.0,00-00000-20201026,43,10
665,National,2020-10-27,84043811.0,243123623.0,942918487.0,217186687.0,234758530.0,114845098.0,145462314.0,147032450.0,54600977.0,20298745.0,7011918.0,1284320.0,437448.0,00-00000-20201027,43,10
666,National,2020-10-28,82211256.0,244956178.0,939266639.0,213930016.0,233584796.0,114468544.0,145413615.0,147359359.0,54891503.0,20585744.0,7203077.0,1340436.0,489549.0,00-00000-20201028,43,10
667,National,2020-10-29,83452335.0,243715099.0,951047212.0,218466660.0,235947005.0,115904047.0,146788303.0,148033815.0,54924453.0,21191416.0,7804182.0,1449637.0,537694.0,00-00000-20201029,43,10
668,National,2020-10-30,83213711.0,243953723.0,1006790784.0,230304875.0,252559639.0,124502388.0,156265399.0,153736578.0,56135308.0,22433478.0,8866495.0,1481081.0,505543.0,00-00000-20201030,43,10
669,National,2020-10-31,89854236.0,237313198.0,977503191.0,226118601.0,250860409.0,123406057.0,151565646.0,142132722.0,51680330.0,21951800.0,8044143.0,1301940.0,441543.0,00-00000-20201031,43,10
670,National,2020-11-01,95833341.0,231334093.0,997688745.0,237448612.0,261891931.0,121483202.0,148796448.0,144332395.0,51995189.0,20743553.0,8528289.0,1793090.0,676036.0,00-00000-20201101,44,11
671,National,2020-11-02,92948573.0,234218861.0,1051306449.0,248028709.0,286796950.0,130811439.0,155700270.0,148939606.0,52998827.0,19779521.0,6744648.0,1101635.0,404844.0,00-00000-20201102,44,11
672,National,2020-11-03,85807825.0,241359609.0,954506617.0,225551020.0,255894740.0,118566082.0,142416906.0,137012586.0,49048358.0,18429102.0,6245397.0,987829.0,354597.0,00-00000-20201103,44,11
673,National,2020-11-04,88370943.0,238796491.0,935551513.0,221815307.0,243153194.0,116409288.0,141590496.0,136961328.0,49121438.0,18641242.0,6458151.0,1033106.0,367963.0,00-00000-20201104,44,11
674,National,2020-11-05,92740595.0,234426839.0,1026118471.0,243554891.0,266385722.0,128393537.0,155525531.0,149048861.0,53012268.0,20588262.0,7787758.0,1357385.0,464256.0,00-00000-20201105,44,11
675,National,2020-11-06,93192175.0,233975259.0,1074394410.0,256080755.0,275680715.0,132565738.0,162754843.0,156430645.0,56017994.0,22860065.0,9604017.0,1792910.0,606728.0,00-00000-20201106,44,11
676,National,2020-11-07,97141380.0,230026054.0,993242690.0,238314610.0,249849447.0,120836299.0,150606517.0,145703567.0,52528704.0,22315509.0,10238596.0,2073299.0,776142.0,00-00000-20201107,44,11
677,National,2020-11-08,107414989.0,219752445.0,935013798.0,217581412.0,241631677.0,114752368.0,144098844.0,139801872.0,50069445.0,18490974.0,6628776.0,1351322.0,607108.0,00-00000-20201108,45,11
678,National,2020-11-09,95669941.0,231497493.0,992587087.0,231226324.0,257953869.0,122074802.0,150865882.0,146493156.0,53484349.0,21098622.0,7664865.0,1260381.0,464837.0,00-00000-20201109,45,11
679,National,2020-11-10,91494335.0,235673099.0,999924643.0,233239764.0,260300073.0,122803393.0,150576630.0,147498497.0,54316810.0,21599530.0,7872479.0,1275987.0,441480.0,00-00000-20201110,45,11
680,National,2020-11-11,92971357.0,234196077.0,967041268.0,226875025.0,242589987.0,119120575.0,148137597.0,145717769.0,53295643.0,21271989.0,8164951.0,1386239.0,481493.0,00-00000-20201111,45,11
